,index,,Multi_Cell_Image_Id,Multi_Cell_Image_Name,Single_Cell_Image_Id,Single_Cell_Image_Name,TableNumber,ImageNumber,Image_FileName_DAPI,Image_PathName_DAPI,Image_FileName_Tubulin,Image_PathName_Tubulin,Image_FileName_Actin,Image_PathName_Actin,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,moa
190715,403533,403533,3052,Week7_7__E06_s4_w15AB348F7-1687-43D5-ADA8-9203B994BF52,247,Week7_7__E06_s4_w15AB348F7-1687-43D5-ADA8-9203B994BF52_247.npy,7,3020,Week7_7__E06_s4_w15AB348F7-1687-43D5-ADA8-9203B994BF52.tif,Week7_34661,Week7_7__E06_s4_w2AC013E24-855A-419E-8771-0BCD09F37172.tif,Week7_34661,Week7_7__E06_s4_w4BF347222-886E-4BE6-A952-BBDC246F0AAC.tif,Week7_34661,Week7_34661,E06,2,bryostatin,0.3,Kinase inhibitors
1235,3975,3975,484,Week10_200907_C06_s2_w1267729FD-1167-4E7C-BF12-7CC0B9206AE8,16,Week10_200907_C06_s2_w1267729FD-1167-4E7C-BF12-7CC0B9206AE8_16.npy,0,58,Week10_200907_C06_s2_w1267729FD-1167-4E7C-BF12-7CC0B9206AE8.tif,Week10_40111,Week10_200907_C06_s2_w23F1D4FFE-5F39-4C8F-A7B2-90A78AF1F5E5.tif,Week10_40111,Week10_200907_C06_s2_w4D032A39D-FCE3-4B76-B657-7241A543D136.tif,Week10_40111,Week10_40111,C06,1,AZ138,1.0,Eg5 inhibitors
50937,96925,96925,739,Week1_150607_B06_s3_w15318BECD-5472-48B0-BCB9-F6B1BAC18BCA,97,Week1_150607_B06_s3_w15318BECD-5472-48B0-BCB9-F6B1BAC18BCA_97.npy,1,3379,Week1_150607_B06_s3_w15318BECD-5472-48B0-BCB9-F6B1BAC18BCA.tif,Week1_22401,Week1_150607_B06_s3_w2DB594EE1-7435-4FA4-AD4C-3E48704F2D58.tif,Week1_22401,Week1_150607_B06_s3_w415E69224-7065-428C-BEF6-72C92CFEF887.tif,Week1_22401,Week1_22401,B06,3,latrunculin B,1.0,Actin disruptors
153420,291137,291137,2312,Week5_130707_C11_s4_w14493B5D4-34E3-407D-9CE3-B7BF659817CF,51,Week5_130707_C11_s4_w14493B5D4-34E3-407D-9CE3-B7BF659817CF_51.npy,5,320,Week5_130707_C11_s4_w14493B5D4-34E3-407D-9CE3-B7BF659817CF.tif,Week5_28921,Week5_130707_C11_s4_w2F3A16514-5294-4C40-BF49-D1A9BEE61884.tif,Week5_28921,Week5_130707_C11_s4_w49546D1A7-5BD0-41F8-A241-CD43F5858DA3.tif,Week5_28921,Week5_28921,C11,2,taxol,0.3,Microtubule stabilizers
49580,93590,93590,1088,Week1_150607_G02_s4_w1541F2DDD-583E-4307-B529-7326B80CFF59,45,Week1_150607_G02_s4_w1541F2DDD-583E-4307-B529-7326B80CFF59_45.npy,1,3324,Week1_150607_G02_s4_w1541F2DDD-583E-4307-B529-7326B80CFF59.tif,Week1_22381,Week1_150607_G02_s4_w2EA3B2F9A-12CE-45ED-A64E-13AF58DE11F6.tif,Week1_22381,Week1_150607_G02_s4_w458C8A22C-6759-409E-A8BA-D015B61ED81B.tif,Week1_22381,Week1_22381,G02,2,taxol,0.3,Microtubule stabilizers
196330,412276,412276,3132,Week7_7__G06_s4_w1F16357F9-DAA4-4506-8B29-0A6D29C4DC30,136,Week7_7__G06_s4_w1F16357F9-DAA4-4506-8B29-0A6D29C4DC30_136.npy,7,3100,Week7_7__G06_s4_w1F16357F9-DAA4-4506-8B29-0A6D29C4DC30.tif,Week7_34661,Week7_7__G06_s4_w297E15289-09AF-49EC-9B63-7815DE33989C.tif,Week7_34661,Week7_7__G06_s4_w47799105E-359B-42FA-AEEC-23A2097230CA.tif,Week7_34661,Week7_34661,G06,2,alsterpaullone,1.0,Kinase inhibitors
121020,230173,230173,84,B06_s4_w1B643C4A2-A854-49AC-BE15-1580A1D59145,35,B06_s4_w1B643C4A2-A854-49AC-BE15-1580A1D59145_35.npy,4,260,B06_s4_w1B643C4A2-A854-49AC-BE15-1580A1D59145.tif,Week4_27521,B06_s4_w2C4FA71EF-138F-4B30-B9C0-81318C832CCF.tif,Week4_27521,B06_s4_w4C44AEA6D-DD25-47C4-9218-F254378BBCE8.tif,Week4_27521,Week4_27521,B06,2,anisomycin,0.3,Protein synthesis
216969,463315,463315,3676,Week9_090907_E05_s1_w1EFC684EB-266A-446D-A9B0-8F36A0CEF939,34,Week9_090907_E05_s1_w1EFC684EB-266A-446D-A9B0-8F36A0CEF939_34.npy,9,373,Week9_090907_E05_s1_w1EFC684EB-266A-446D-A9B0-8F36A0CEF939.tif,Week9_39221,Week9_090907_E05_s1_w2FA479B1D-D78E-4D5F-91F1-8E43BBDCE8D8.tif,Week9_39221,Week9_090907_E05_s1_w4D3F9A3F1-7C2D-4FF1-994E-E1A78B878F6B.tif,Week9_39221,Week9_39221,E05,2,mevinolin/lovastatin,5.0,Cholesterol-lowering
203416,431283,431283,3122,Week7_7__G05_s3_w1E6594E39-B1B4-48A1-9644-3BB33578CDC0,13,Week7_7__G05_s3_w1E6594E39-B1B4-48A1-9644-3BB33578CDC0_13.npy,7,3335,Week7_7__G05_s3_w1E6594E39-B1B4-48A1-9644-3BB33578CDC0.tif,Week7_34681,Week7_7__G05_s3_w2A1846ECF-26D6-4432-BEAF-5C398E185C8E.tif,Week7_34681,Week7_7__G05_s3_w4DDAAB1BB-816C-4EDF-9AD4-9EC7F1160BB7.tif,Week7_34681,Week7_34681,G05,3,alsterpaullone,3.0,Kinase inhibitors
155611,298130,298130,2222,Week5_130707_B04_s1_w1740CC18C-64D4-4419-8C41-BA583773669D,157,Week5_130707_B04_s1_w1740CC18C-64D4-4419-8C41-BA583773669D_157.npy,5,489,Week5_130707_B04_s1_w1740CC18C-64D4-4419-8C41-BA583773669D.tif,Week5_28961,Week5_130707_B04_s1_w25C3DB6A8-E6A4-4807-BCAE-C417A70FFD10.tif,Week5_28961,Week5_130707_B04_s1_w4E5613434-EAA2-4935-94F2-858413BFF15E.tif,Week5_28961,Week5_28961,B04,3,AZ-J,3.0,Epithelial
200431,426201,426201,3076,Week7_7__F02_s4_w1C5323D7A-979B-4C31-9921-101094F33BB6,89,Week7_7__F02_s4_w1C5323D7A-979B-4C31-9921-101094F33BB6_89.npy,7,3284,Week7_7__F02_s4_w1C5323D7A-979B-4C31-9921-101094F33BB6.tif,Week7_34681,Week7_7__F02_s4_w23FE0F69B-8879-455E-9F15-A45328582FC5.tif,Week7_34681,Week7_7__F02_s4_w458CAC389-988B-4069-959E-DC56BEC9474E.tif,Week7_34681,Week7_34681,F02,3,taxol,0.3,Microtubule stabilizers
181386,376492,376492,2929,Week7_230707_G02_s2_w1B5CBE42C-5E9F-4F2C-8094-23EF0BF691AA,224,Week7_230707_G02_s2_w1B5CBE42C-5E9F-4F2C-8094-23EF0BF691AA_224.npy,7,682,Week7_230707_G02_s2_w1B5CBE42C-5E9F-4F2C-8094-23EF0BF691AA.tif,Week7_34381,Week7_230707_G02_s2_w21669DE0F-A738-4733-B3FF-4ECF1A69DFC1.tif,Week7_34381,Week7_230707_G02_s2_w4236E92A4-9871-4322-AA52-7C68A538F20A.tif,Week7_34381,Week7_34381,G02,3,taxol,0.3,Microtubule stabilizers
202412,428182,428182,3091,Week7_7__F05_s4_w121ECCE92-71E2-4F2C-8423-4DF377DE43F1,233,Week7_7__F05_s4_w121ECCE92-71E2-4F2C-8423-4DF377DE43F1_233.npy,7,3296,Week7_7__F05_s4_w121ECCE92-71E2-4F2C-8423-4DF377DE43F1.tif,Week7_34681,Week7_7__F05_s4_w264D0BDE2-A851-4D00-9E2C-4B6B4534A246.tif,Week7_34681,Week7_7__F05_s4_w40EDBEC16-63F7-4CBC-830B-E8785690EBFF.tif,Week7_34681,Week7_34681,F05,3,PD-169316,3.0,Kinase inhibitors
102812,193975,193975,1969,Week3_290607_E04_s1_w12F227485-F57B-4F91-947C-BAD634C86A85,129,Week3_290607_E04_s1_w12F227485-F57B-4F91-947C-BAD634C86A85_129.npy,3,3009,Week3_290607_E04_s1_w12F227485-F57B-4F91-947C-BAD634C86A85.tif,Week3_25681,Week3_290607_E04_s1_w24D6EC3B4-89A7-4B15-8096-2DE85EDC8102.tif,Week3_25681,Week3_290607_E04_s1_w4780A554B-B08B-44F2-927D-D375642EADF0.tif,Week3_25681,Week3_25681,E04,1,cisplatin,10.0,DNA damage
154270,293856,293856,2424,Week5_130707_F02_s2_w1C2A9FF60-798F-4DD3-8A89-CA1D830D19EE,1,Week5_130707_F02_s2_w1C2A9FF60-798F-4DD3-8A89-CA1D830D19EE_1.npy,5,402,Week5_130707_F02_s2_w1C2A9FF60-798F-4DD3-8A89-CA1D830D19EE.tif,Week5_28921,Week5_130707_F02_s2_w24B87D5F3-BB5E-4630-915D-9070E0744A3E.tif,Week5_28921,Week5_130707_F02_s2_w4E63183F2-EC61-45BD-A4DC-E6741FB0FA8C.tif,Week5_28921,Week5_28921,F02,2,taxol,0.3,Microtubule stabilizers
30033,58362,58362,965,Week1_150607_E03_s2_w1600EA035-08FC-42AD-BC05-1AC7886C3BDF,35,Week1_150607_E03_s2_w1600EA035-08FC-42AD-BC05-1AC7886C3BDF_35.npy,1,366,Week1_150607_E03_s2_w1600EA035-08FC-42AD-BC05-1AC7886C3BDF.tif,Week1_22141,Week1_150607_E03_s2_w281B1A37C-774C-4A47-958D-41B08BBA016B.tif,Week1_22141,Week1_150607_E03_s2_w4D1DFC749-5CD2-4077-A783-49DD46BC4170.tif,Week1_22141,Week1_22141,E03,2,nocodazole,3.0,Microtubule destabilizers
93010,178411,178411,1924,Week3_290607_D11_s1_w16D1A4B30-569E-4754-9D84-49BB42DB9B12,37,Week3_290607_D11_s1_w16D1A4B30-569E-4754-9D84-49BB42DB9B12_37.npy,3,597,Week3_290607_D11_s1_w16D1A4B30-569E-4754-9D84-49BB42DB9B12.tif,Week3_25461,Week3_290607_D11_s1_w2FEE69514-D70B-48F2-A4DF-3DDB523ED1E1.tif,Week3_25461,Week3_290607_D11_s1_w477E1EC9E-13F0-4809-818B-D44F3D04C814.tif,Week3_25461,Week3_25461,D11,3,taxol,0.3,Microtubule stabilizers
21763,44416,44416,720,Week1_150607_B04_s4_w1EB720AD1-83BA-48A7-8C47-73A4F7EC5F1A,45,Week1_150607_B04_s4_w1EB720AD1-83BA-48A7-8C47-73A4F7EC5F1A_45.npy,1,12,Week1_150607_B04_s4_w1EB720AD1-83BA-48A7-8C47-73A4F7EC5F1A.tif,Week1_22123,Week1_150607_B04_s4_w261B79A05-7534-46F3-8C80-D67A89A3A125.tif,Week1_22123,Week1_150607_B04_s4_w49FF7E7B1-F049-4994-BCA2-ABE5D4A3C761.tif,Week1_22123,Week1_22123,B04,1,cytochalasin B,10.0,Actin disruptors
10680,21342,21342,521,Week10_200907_C09_s2_w1A79E9BA3-83CE-4416-A326-70523AD3F90C,81,Week10_200907_C09_s2_w1A79E9BA3-83CE-4416-A326-70523AD3F90C_81.npy,0,310,Week10_200907_C09_s2_w1A79E9BA3-83CE-4416-A326-70523AD3F90C.tif,Week10_40115,Week10_200907_C09_s2_w2F12FB430-5112-4985-A277-1EB262E453F4.tif,Week10_40115,Week10_200907_C09_s2_w4A40E4089-DC2A-4E09-9055-5432AF58A975.tif,Week10_40115,Week10_40115,C09,2,AZ138,0.03,Eg5 inhibitors
46031,86177,86177,744,Week1_150607_B06_s4_w1F64D8D18-5553-481A-9B9C-1BF456745332,101,Week1_150607_B06_s4_w1F64D8D18-5553-481A-9B9C-1BF456745332_101.npy,1,3140,Week1_150607_B06_s4_w1F64D8D18-5553-481A-9B9C-1BF456745332.tif,Week1_22381,Week1_150607_B06_s4_w2B99A1F32-B7FF-4135-BDF5-6F1A1E248EAB.tif,Week1_22381,Week1_150607_B06_s4_w407DD6E5E-1F1F-45BA-B415-9D69D8CBAABC.tif,Week1_22381,Week1_22381,B06,2,latrunculin B,1.0,Actin disruptors
51881,99061,99061,817,Week1_150607_D02_s1_w101A5701E-5D32-40C7-9E61-5A61544D1118,188,Week1_150607_D02_s1_w101A5701E-5D32-40C7-9E61-5A61544D1118_188.npy,1,3441,Week1_150607_D02_s1_w101A5701E-5D32-40C7-9E61-5A61544D1118.tif,Week1_22401,Week1_150607_D02_s1_w21E99755F-136F-4417-9649-44AAC70C674F.tif,Week1_22401,Week1_150607_D02_s1_w46CB78ECC-BEAB-4A37-91A5-9C4707E7FE90.tif,Week1_22401,Week1_22401,D02,3,DMSO,0.0,DMSO
66825,136960,136960,1284,Week2_180607_C06_s4_w1C5C578EC-6788-41FE-B09C-5A13089745C3,30,Week2_180607_C06_s4_w1C5C578EC-6788-41FE-B09C-5A13089745C3_30.npy,2,3420,Week2_180607_C06_s4_w1C5C578EC-6788-41FE-B09C-5A13089745C3.tif,Week2_24401,Week2_180607_C06_s4_w2698FAB93-2A24-459E-AB47-59B3006B3EDF.tif,Week2_24401,Week2_180607_C06_s4_w4A79E8421-02A0-4AE3-BCDD-6616ADC9FCAE.tif,Week2_24401,Week2_24401,C06,3,MG-132,3.0,Protein degradation
212762,452646,452646,3315,Week8_4sites_E02_s3_w1B8A797F5-5166-4871-9C8D-D7AB533F8CE8,6,Week8_4sites_E02_s3_w1B8A797F5-5166-4871-9C8D-D7AB533F8CE8_6.npy,8,3003,Week8_4sites_E02_s3_w1B8A797F5-5166-4871-9C8D-D7AB533F8CE8.tif,Week8_38342,Week8_4sites_E02_s3_w29F52BEB6-08DB-42E4-9F21-509D66D57450.tif,Week8_38342,Week8_4sites_E02_s3_w4A56C914F-6D00-4983-AF96-52DF49A1DC9D.tif,Week8_38342,Week8_38342,E02,2,taxol,0.3,Microtubule stabilizers
81195,161381,161381,1842,Week3_290607_D03_s2_w1A158A81D-A38E-43B0-926D-A155525A67AB,82,Week3_290607_D03_s2_w1A158A81D-A38E-43B0-926D-A155525A67AB_82.npy,3,326,Week3_290607_D03_s2_w1A158A81D-A38E-43B0-926D-A155525A67AB.tif,Week3_25441,Week3_290607_D03_s2_w2049D2D02-3FCE-483B-9C8B-520C1A10C19D.tif,Week3_25441,Week3_290607_D03_s2_w49D0A5028-3D07-443F-88BA-DE72CB563D4E.tif,Week3_25441,Week3_25441,D03,2,AZ-C,1.0,Eg5 inhibitors
57399,112005,112005,1223,Week2_180607_B06_s4_w16B1380A0-5442-4981-B329-4224410EA97F,30,Week2_180607_B06_s4_w16B1380A0-5442-4981-B329-4224410EA97F_30.npy,2,260,Week2_180607_B06_s4_w16B1380A0-5442-4981-B329-4224410EA97F.tif,Week2_24141,Week2_180607_B06_s4_w2385A9628-0456-4197-B849-D4BC341A0172.tif,Week2_24141,Week2_180607_B06_s4_w42577F830-33AC-4D68-A1CA-2ADF64A7AD2C.tif,Week2_24141,Week2_24141,B06,2,cytochalasin D,0.3,Actin disruptors
220506,473336,473336,3796,Week9_090907_G02_s1_w1A0CBBADD-2693-4233-82EE-D0E2FBFC0E11,24,Week9_090907_G02_s1_w1A0CBBADD-2693-4233-82EE-D0E2FBFC0E11_24.npy,9,681,Week9_090907_G02_s1_w1A0CBBADD-2693-4233-82EE-D0E2FBFC0E11.tif,Week9_39222,Week9_090907_G02_s1_w2B05DBE6B-73E5-476E-AEBA-3CA3143EA3AF.tif,Week9_39222,Week9_090907_G02_s1_w40A9669FA-423D-4A30-8521-946847016DC0.tif,Week9_39222,Week9_39222,G02,3,taxol,0.3,Microtubule stabilizers
114250,215699,215699,1777,Week3_290607_C08_s1_w1097BA53C-A764-487F-AE0B-526292D6A464,32,Week3_290607_C08_s1_w1097BA53C-A764-487F-AE0B-526292D6A464_32.npy,3,3425,Week3_290607_C08_s1_w1097BA53C-A764-487F-AE0B-526292D6A464.tif,Week3_25721,Week3_290607_C08_s1_w2F4FF88BB-1B0C-47FF-8153-56BAB5DD8DCF.tif,Week3_25721,Week3_290607_C08_s1_w438FB9921-87FE-4615-AA26-645ED43A2FBA.tif,Week3_25721,Week3_25721,C08,3,emetine,0.1,Protein synthesis
15544,30979,30979,452,Week10_200907_B11_s3_w1CB84B496-7EF5-4607-9930-0FD3F665282F,58,Week10_200907_B11_s3_w1CB84B496-7EF5-4607-9930-0FD3F665282F_58.npy,0,519,Week10_200907_B11_s3_w1CB84B496-7EF5-4607-9930-0FD3F665282F.tif,Week10_40119,Week10_200907_B11_s3_w2759653DB-0F5F-485F-8FDE-C2F6B278C9B7.tif,Week10_40119,Week10_200907_B11_s3_w4D0C8844B-E659-48EA-8E18-E2B7E7EB027B.tif,Week10_40119,Week10_40119,B11,3,taxol,0.3,Microtubule stabilizers
48383,90347,90347,989,Week1_150607_E07_s2_w1F1EF41B2-EA86-4AC5-8DB4-51D2A6E98F59,32,Week1_150607_E07_s2_w1F1EF41B2-EA86-4AC5-8DB4-51D2A6E98F59_32.npy,1,3262,Week1_150607_E07_s2_w1F1EF41B2-EA86-4AC5-8DB4-51D2A6E98F59.tif,Week1_22381,Week1_150607_E07_s2_w2BA7EF0AC-111C-4FB7-86EB-8318332A34BD.tif,Week1_22381,Week1_150607_E07_s2_w48943C242-6819-4C6C-9A4A-E648B97DB8A3.tif,Week1_22381,Week1_22381,E07,2,colchicine,0.03,Microtubule destabilizers
85078,165264,165264,2010,Week3_290607_E08_s2_w1F38E7150-6FAC-4C3F-960B-CD3A46B7C22D,96,Week3_290607_E08_s2_w1F38E7150-6FAC-4C3F-960B-CD3A46B7C22D_96.npy,3,386,Week3_290607_E08_s2_w1F38E7150-6FAC-4C3F-960B-CD3A46B7C22D.tif,Week3_25441,Week3_290607_E08_s2_w23131D54C-22CA-4329-9554-5556C8A6BA3E.tif,Week3_25441,Week3_290607_E08_s2_w4610BC840-2FCC-4E15-BB7C-EB468FD00099.tif,Week3_25441,Week3_25441,E08,2,AZ841,0.1,Aurora kinase inhibitors
153568,292131,292131,2346,Week5_130707_D11_s1_w1E1C58E1C-453B-41FC-9115-34627676B63A,53,Week5_130707_D11_s1_w1E1C58E1C-453B-41FC-9115-34627676B63A_53.npy,5,357,Week5_130707_D11_s1_w1E1C58E1C-453B-41FC-9115-34627676B63A.tif,Week5_28921,Week5_130707_D11_s1_w2B29CED6F-702E-4955-98BC-D03D20760131.tif,Week5_28921,Week5_130707_D11_s1_w4ECD3A5CA-4444-469C-9F7B-2F71CEBAEDAA.tif,Week5_28921,Week5_28921,D11,2,taxol,0.3,Microtubule stabilizers
149805,284187,284187,2419,Week5_130707_F02_s2_w111C4D15B-50BA-49B6-A5B7-3CE70D1F724C,40,Week5_130707_F02_s2_w111C4D15B-50BA-49B6-A5B7-3CE70D1F724C_40.npy,5,162,Week5_130707_F02_s2_w111C4D15B-50BA-49B6-A5B7-3CE70D1F724C.tif,Week5_28901,Week5_130707_F02_s2_w203E9B6BB-8F03-4AD9-8CDB-69AD2038C14B.tif,Week5_28901,Week5_130707_F02_s2_w4FF0EBDE7-206B-4689-8BAD-99A84EDCB5EE.tif,Week5_28901,Week5_28901,F02,1,taxol,0.3,Microtubule stabilizers
126721,244561,244561,71,B05_s4_w19324E8DF-AA80-43C1-AD5C-81EFD4229553,81,B05_s4_w19324E8DF-AA80-43C1-AD5C-81EFD4229553_81.npy,4,2896,B05_s4_w19324E8DF-AA80-43C1-AD5C-81EFD4229553.tif,Week4_27801,B05_s4_w25CC792BD-839F-4F26-9751-C3FBEC1E7FD3.tif,Week4_27801,B05_s4_w45DEB081B-F0E5-4745-A087-15D32198D5C2.tif,Week4_27801,Week4_27801,B05,1,cyclohexamide,5.0,Protein synthesis
133535,256716,256716,47,B04_s4_w1BCF2044E-FE29-4234-9DC5-7FFAE5070665,9,B04_s4_w1BCF2044E-FE29-4234-9DC5-7FFAE5070665_9.npy,4,3132,B04_s4_w1BCF2044E-FE29-4234-9DC5-7FFAE5070665.tif,Week4_27821,B04_s4_w2E030DB63-8DF8-4890-ADD0-A946D4853788.tif,Week4_27821,B04_s4_w497543F06-BB62-4A94-A14A-0DFAE275C034.tif,Week4_27821,Week4_27821,B04,2,cyclohexamide,15.0,Protein synthesis
5062,9730,9730,574,Week10_200907_D05_s4_w10C6087D1-D7FF-4C1A-9C20-45DF485FEB82,23,Week10_200907_D05_s4_w10C6087D1-D7FF-4C1A-9C20-45DF485FEB82_23.npy,0,96,Week10_200907_D05_s4_w10C6087D1-D7FF-4C1A-9C20-45DF485FEB82.tif,Week10_40111,Week10_200907_D05_s4_w2F6AF3594-4AB5-4937-8156-F4BBF2D1CD30.tif,Week10_40111,Week10_200907_D05_s4_w4CBE573D2-54A8-4BE9-86F8-EAA3AB273CCA.tif,Week10_40111,Week10_40111,D05,1,AZ-U,3.0,Epithelial
83027,163213,163213,1917,Week3_290607_D09_s3_w1D5ED82E1-3D43-4095-80F9-FC13EEED4FAD,56,Week3_290607_D09_s3_w1D5ED82E1-3D43-4095-80F9-FC13EEED4FAD_56.npy,3,351,Week3_290607_D09_s3_w1D5ED82E1-3D43-4095-80F9-FC13EEED4FAD.tif,Week3_25441,Week3_290607_D09_s3_w295B7A13D-50C5-4FCB-8000-09F4B3A005D8.tif,Week3_25441,Week3_290607_D09_s3_w4F1D11861-2328-4133-B117-6BE557097D75.tif,Week3_25441,Week3_25441,D09,2,AZ-C,0.001,Eg5 inhibitors
111172,210656,210656,1553,Week3_290607_B02_s1_w1CBCDC94E-7346-4677-9988-5AF39076DA06,28,Week3_290607_B02_s1_w1CBCDC94E-7346-4677-9988-5AF39076DA06_28.npy,3,3361,Week3_290607_B02_s1_w1CBCDC94E-7346-4677-9988-5AF39076DA06.tif,Week3_25721,Week3_290607_B02_s1_w285460925-4F1D-4438-A2B9-40CFDD4DC2C9.tif,Week3_25721,Week3_290607_B02_s1_w4CD55151D-F7E3-4CE2-85A2-686147ED92D2.tif,Week3_25721,Week3_25721,B02,3,DMSO,0.0,DMSO
206852,438073,438073,3306,Week8_4sites_E02_s2_w104C786A8-1C00-4544-800F-15E7B0A22DA5,32,Week8_4sites_E02_s2_w104C786A8-1C00-4544-800F-15E7B0A22DA5_32.npy,8,122,Week8_4sites_E02_s2_w104C786A8-1C00-4544-800F-15E7B0A22DA5.tif,Week8_38203,Week8_4sites_E02_s2_w27CA4D936-53EC-46A2-B1DA-E0C65C9106E8.tif,Week8_38203,Week8_4sites_E02_s2_w45E34A9F5-C226-404B-9AEC-76F5A79ECFBB.tif,Week8_38203,Week8_38203,E02,1,taxol,0.3,Microtubule stabilizers
206946,438473,438473,3372,Week8_4sites_F02_s4_w11C44EDA0-584F-4F98-B9AA-6535FD79ECED,4,Week8_4sites_F02_s4_w11C44EDA0-584F-4F98-B9AA-6535FD79ECED_4.npy,8,164,Week8_4sites_F02_s4_w11C44EDA0-584F-4F98-B9AA-6535FD79ECED.tif,Week8_38203,Week8_4sites_F02_s4_w257880984-6A3F-4B8B-82E6-15D151B16D80.tif,Week8_38203,Week8_4sites_F02_s4_w4CF8F9755-3339-421C-B404-B27C54576ADE.tif,Week8_38203,Week8_38203,F02,1,taxol,0.3,Microtubule stabilizers
190434,403252,403252,3049,Week7_7__E06_s3_w111FB4FAB-4179-4784-998F-78599BD780B1,298,Week7_7__E06_s3_w111FB4FAB-4179-4784-998F-78599BD780B1_298.npy,7,3019,Week7_7__E06_s3_w111FB4FAB-4179-4784-998F-78599BD780B1.tif,Week7_34661,Week7_7__E06_s3_w2EA97B071-60B4-424B-A695-A7BE06DBA599.tif,Week7_34661,Week7_7__E06_s3_w423DD00B7-6E39-4382-A80F-E1B7346ECFEC.tif,Week7_34661,Week7_34661,E06,2,bryostatin,0.3,Kinase inhibitors
7177,11845,11845,608,Week10_200907_E02_s3_w164428270-DF0A-464C-BB03-A2A3D04CE301,89,Week10_200907_E02_s3_w164428270-DF0A-464C-BB03-A2A3D04CE301_89.npy,0,123,Week10_200907_E02_s3_w164428270-DF0A-464C-BB03-A2A3D04CE301.tif,Week10_40111,Week10_200907_E02_s3_w2C8A28EEE-CA45-426C-9ED3-6322D8DE07C0.tif,Week10_40111,Week10_200907_E02_s3_w4B7B8B569-51DC-4998-AAE8-3997556489F5.tif,Week10_40111,Week10_40111,E02,1,taxol,0.3,Microtubule stabilizers
40400,75311,75311,729,Week1_150607_B05_s3_w1FB557B6E-BD09-4540-90E9-2CDAB878FB8E,134,Week1_150607_B05_s3_w1FB557B6E-BD09-4540-90E9-2CDAB878FB8E_134.npy,1,2895,Week1_150607_B05_s3_w1FB557B6E-BD09-4540-90E9-2CDAB878FB8E.tif,Week1_22361,Week1_150607_B05_s3_w276305120-4D05-45BC-983B-C6126AE95482.tif,Week1_22361,Week1_150607_B05_s3_w446B1BADB-C029-4319-A097-C12F96AD15D4.tif,Week1_22361,Week1_22361,B05,1,latrunculin B,3.0,Actin disruptors
44999,85145,85145,723,Week1_150607_B05_s1_w18E086856-F896-4B50-9A8D-22C75CBCF3F1,109,Week1_150607_B05_s1_w18E086856-F896-4B50-9A8D-22C75CBCF3F1_109.npy,1,3133,Week1_150607_B05_s1_w18E086856-F896-4B50-9A8D-22C75CBCF3F1.tif,Week1_22381,Week1_150607_B05_s1_w2E18E6C40-25B2-4B00-8815-BCF91FFBB547.tif,Week1_22381,Week1_150607_B05_s1_w479A1BB4C-A882-4582-9898-0ECBF7776F17.tif,Week1_22381,Week1_22381,B05,2,latrunculin B,3.0,Actin disruptors
98629,186158,186158,2162,Week3_290607_G11_s1_w1337C4A79-C7F1-4A3A-B253-CC127BA0E275,80,Week3_290607_G11_s1_w1337C4A79-C7F1-4A3A-B253-CC127BA0E275_80.npy,3,717,Week3_290607_G11_s1_w1337C4A79-C7F1-4A3A-B253-CC127BA0E275.tif,Week3_25461,Week3_290607_G11_s1_w268744D63-2A7F-4780-A16D-8CF5A0C5B12B.tif,Week3_25461,Week3_290607_G11_s1_w446657596-AFFA-4834-BF4D-EF6B2309F5ED.tif,Week3_25461,Week3_25461,G11,3,DMSO,0.0,DMSO
157714,301929,301929,2360,Week5_130707_D11_s4_w13A5EEBCB-FA42-48F3-8780-336A1133EAB0,29,Week5_130707_D11_s4_w13A5EEBCB-FA42-48F3-8780-336A1133EAB0_29.npy,5,600,Week5_130707_D11_s4_w13A5EEBCB-FA42-48F3-8780-336A1133EAB0.tif,Week5_28961,Week5_130707_D11_s4_w2026631C1-DDD6-4B8D-9C40-BD151AC61A5D.tif,Week5_28961,Week5_130707_D11_s4_w49012715B-EFB8-459A-9379-930FA7BD4745.tif,Week5_28961,Week5_28961,D11,3,taxol,0.3,Microtubule stabilizers
153091,290012,290012,2266,Week5_130707_B11_s4_w17766D9E4-9408-4183-96D2-3B17B1DC83EC,99,Week5_130707_B11_s4_w17766D9E4-9408-4183-96D2-3B17B1DC83EC_99.npy,5,280,Week5_130707_B11_s4_w17766D9E4-9408-4183-96D2-3B17B1DC83EC.tif,Week5_28921,Week5_130707_B11_s4_w2C127B6D2-B9FF-48A3-A7EC-EB40098FD448.tif,Week5_28921,Week5_130707_B11_s4_w40BEB805D-021E-4AF2-8892-839CC60F8270.tif,Week5_28921,Week5_28921,B11,2,taxol,0.3,Microtubule stabilizers
212233,451680,451680,3160,Week8_4sites_B02_s4_w116FA7DB0-A8A0-4C7C-9716-07EB6431AE18,28,Week8_4sites_B02_s4_w116FA7DB0-A8A0-4C7C-9716-07EB6431AE18_28.npy,8,2884,Week8_4sites_B02_s4_w116FA7DB0-A8A0-4C7C-9716-07EB6431AE18.tif,Week8_38342,Week8_4sites_B02_s4_w22AC00207-9792-468C-9F2B-2A441CB6CC1A.tif,Week8_38342,Week8_4sites_B02_s4_w48104DF63-B896-4DEC-99BD-251798109DB8.tif,Week8_38342,Week8_38342,B02,2,DMSO,0.0,DMSO
